id,track_title,track_description,bpm,duration,album_title,library_name,composer,genre,additional_genres,apm_release_date
KPM_KPM_2008_01601,Make It All Right,"Upbeat 70s soul funk featuring bold brass, electric guitar, bass guitar, funky percussion and tenor sax solo",98,116,DOWNTOWN FUNK 74,KPM Main Series,Leigh Gracie,1232,2072,02/01/2017
KPM_KPM_2011_07501,Groove and Glitter (sting),Grooving disco string pop sting,118,9,POP STRINGS AND BEATS,KPM Main Series,Matthew Foundling,1130,1958;2095,02/01/2017
KPM_KPM_2013_00301,Warm Sunlight (a),"Warm and minimalist neutral atmosphere featuring layers of soft, airy consistent drones",120,159,ABSOLUTE ZERO,KPM Main Series,Lord Ladyshakes,1360,2170,03/15/2017
KPM_KPM_2015_04501,Freedom Fighter (c),Driving contemporary cinematic cue featuring insistent string ostinato and rumbling percussion: a vigilant guardian watches over the night,140,103,ACTION HERO,KPM Main Series,Magnum Opus,1222,,03/15/2017
KPM_KPM_2016_08601,Giants (sting c),Sustained brass and bass sting,93,8,BIG BEATY BRASSY,KPM Main Series,John Rowcroft,1237,2010;2036,03/15/2017
KPM_KPM_2017_02001,Fireworks (b),"Lively and spirited future bass with catchy melody droplets, euphoric builds and trap drums",150,156,FUTURE BASS,KPM Main Series,Zeeko,1288,2046;2098;3398;3408,03/15/2017
KPM_KPM_2017_06301,Tech Bubble (a 60),"Radiant future bass with feeling, featuring emotional piano, catchy synth drops, gated buzzing synths and pitched vocal calls",150,60,FUTURE BASS,KPM Main Series,Damian Rhodes,1288,2098;3398,03/15/2017
KPM_KPM_2017_22301,After Party (sting a),Bright and energetic future bass sting,140,5,FUTURE BASS,KPM Main Series,Glenn Herweijer,1288,2046;3398,03/15/2017
KPM_KPM_2021_02201,Pow (c),"Stylish, swaggering retro theme that builds on an infectious echoing guitar motif with Hammond organ, punchy brass stabs and steady drums and bass; drops at 1.20 to muted brass swell and frenetic toms that rebuild to a final chorus",120,142,RETRO THEMES,KPM Main Series,James Homes,1222,2136,03/15/2017
KPM_KPM_2021_07601,Retrorocket (sting),"Confident thematic sting with stabbing brass and guitar riff, bold drums and timpani and retro-futuristic synth line",162,7,RETRO THEMES,KPM Main Series,James Homes,1222,2137;3906,03/15/2017
KPM_KPM_2023_04601,Forgotten Letters (b),Rich strings and sombre piano figure introduce heartbreaking cinematic theme which builds to dramatic apex before returning to reflective back end,76,126,EUROPEAN CINEMA,KPM Main Series,Edward Underhill,1222,,07/19/2017
KPM_KPM_2023_11301,Unhurried Memories (sting c),Apprehensive strings and harp sting,124,9,EUROPEAN CINEMA,KPM Main Series,Evan Jolly,1191,,07/19/2017
KPM_KPM_2024_00601,Lost Time (a),"Chiming and echoing electric piano creates a hypnotic bed for a wistful viola melody interspersed with sinister piano, fateful bass, reverse effects and light percussion",70,156,RAW MELANCHOLIA,KPM Main Series,Philip Guyler,1224,,07/19/2017
KPM_KPM_2026_00701,Across the Cove (a),"Serious intro featuring restrained steel pan rhythms and picked acoustic guitar builds with celestial female vocal, rumbling percussion and rich strings to create a cinematic sense of mystery",120,267,STEEL PAN MOODS,KPM Main Series,Samuel Dubois,1191,,07/19/2017
KPM_KPM_2031_14301,Woah There (a 15),"Cheery acoustic folk with a bouncing feel, brightly strummed acoustic guitars and male vocal 'woah' hooks",108,15,TEEN INDIE POP,KPM Main Series,Greg Hatwell,1170,1982,10/11/2017
KPM_KPM_2031_14801,Whatever (a 15),"Punchy and bouncing indie-rock number with attitude, featuring layers of distorted guitars, bright, buzzing synths and hard-hitting drums",145,15,TEEN INDIE POP,KPM Main Series,James Davies,1339,,10/11/2017
KPM_KPM_2034_02001,Domestic Bliss (b),"Luxuriant and contented piano-led waltz that glides effortlessly with cheerful woodwind, legato strings, bright glockenspiel, brushed drums and harp",160,128,DOMESTIC BLISS,KPM Main Series,Adam Saunders,1213,,11/29/2017
KPM_KPM_2037_02801,Piano Pattern (b),"Positive, bright and upbeat track featuring bubbly piano, light acoustic guitar and driving percussion with hand claps",88,143,SIMPLE AND FRIENDLY 1,KPM Main Series,Paul Lewis,1170,,11/29/2017
KPM_KPM_2037_04101,Baby Steps (a 30),"Simple, childlike piece with bright piano, innocent mallets and jaunty acoustic guitar",90,30,SIMPLE AND FRIENDLY 1,KPM Main Series,Jason Tarver,1170,,11/29/2017
KPM_KPM_2040_06701,Jive Right In (sting b),"Feel-good, upbeat jive sting",89,6,DANCING EXTRAVAGANZA,KPM Main Series,David Arch,1254,,01/17/2018
KPM_KPM_2043_01001,Silverlake Jam (a),"Contemplative orchestral minimalism featuring glockenspiel and marimba ostinatos, impassioned strings, woodwind and piano",155,113,CLASSICAL MINIMALISM,KPM Main Series,Alexander Rudd,1118,3906,01/17/2018
KPM_KPM_2043_01301,Changes (a),A gently determined minimalism piece: majestic strings dance with dignified woodwind and accompanying marimba,136,152,CLASSICAL MINIMALISM,KPM Main Series,Alexander Rudd,1118,3906,01/17/2018
KPM_KPM_2045_12701,Hot Club Stroll (sting b),Romantic sting with gypsy-jazz guitar,115,4,CHEEKY VINTAGE 2,KPM Main Series,John Rowcroft,1261,,02/28/2018
KPM_KPM_2045_13101,Gumshoe Curious (sting a),"Mysterious and stealthy sting with hi-hats, freeform snare rolls and strings",175,9,CHEEKY VINTAGE 2,KPM Main Series,John Rowcroft,1267,,02/28/2018
KPM_KPM_2048_08301,Red of the Dawn (b 60),Tender una corda chords and soft pads gradually build with cinematic percussion and expansive guitar textures to uplifting widescreen finale,115,60,HYBRID CHORAL LANDSCAPES,KPM Main Series,Jonathan Pilcher,1222,,04/11/2018
KPM_KPM_2048_11501,Light in the Window (sting a),"Expressive solo violin, rich choir and pulsing textures sting",70,14,HYBRID CHORAL LANDSCAPES,KPM Main Series,Jonathan Pilcher,1227,,04/11/2018
KPM_KPM_2051_01001,Abandoned Shores (a),"Organic finger-picked acoustic guitar rings out over a barren synthscape, creating a reflective, thoughtful cue",110,182,NATURAL WORLD,KPM Main Series,Anthony Phillips,1360,,04/11/2018
KPM_KPM_2051_07201,Barren Lands (sting),Foreboding sound design sting which gives the impression of being adrift in deep space,120,9,NATURAL WORLD,KPM Main Series,Anthony Phillips,1360,,04/11/2018
KPM_KPM_2053_01201,How Many People (a),"Emotive folky soul ballad featuring piano, acoustic guitar, sweeping strings and deep male vocals",71,168,MALE SOUL,KPM Main Series,David Lawrence,1170,2040,04/11/2018
KPM_KPM_2054_08201,Starry Serenade (a 30),"Sultry but reflective, this warming jazz trio includes lush piano melodies, soothing drums and clean double bass",87,30,PIANO BAR,KPM Main Series,Matthew Foundling,1218,2006;2079,04/11/2018
KPM_KPM_2055_01101,United World (a),"Hopeful cinematic opener with simple repeating treated piano riff and lush, warm strings building with noble brass melody and driving percussion to affirmational finale",135,200,CINEMATIC EMOTIONAL BUILDS,KPM Main Series,Jordan Rees,1227,,05/23/2018
KPM_KPM_2056_01201,Silver Skies (a),Reflective and forlorn piano and strings glide smoothly on top of a subtle synth sequence,90,143,EMOTIVE BEAUTY,KPM Main Series,Stephen Porter,1222,,05/23/2018
KPM_KPM_2056_03301,Handful of Hope (b),"Sensitive but hopeful piece with tender piano and forlorn string quartet that rises and falls, increasing the emotive factor",108,138,EMOTIVE BEAUTY,KPM Main Series,Stephen Porter,1222,,05/23/2018
KPM_KPM_2057_00301,Safe Deposit Box (a),"Cool, confident cue featuring brash jazz flute solo, echoing piano chords, funky guitars, propulsive drums and vocal punctuation",115,131,HUSTLER,KPM Main Series,Graham Reilly,1263,2006;2058,07/11/2018
KPM_KPM_2058_02901,Harvest Day Dream (b),Blissed-out positivity trip with a touch of magical melancholy: ethereal layered piano and quirky art-house woodwind build to a plateau of funky mythical optimism; celestial harp adds an airy magic,60,179,THE CURIOUS BOX OF WONDER,KPM Main Series,Daniel Teper,1223,2035;2100,07/11/2018
KPM_KPM_2059_04901,Dark and Lonely Water (60),Desolate synthscape with eerie male choral vocal textures,65,60,DANIEL O'SULLIVAN: THE PHYSIC GARDEN,KPM Main Series,Daniel O'Sullivan,1124,2001;2029,08/15/2018
KPM_KPM_2059_06301,The Vine Column (sting),"Gentle, folksy sting",119,7,DANIEL O'SULLIVAN: THE PHYSIC GARDEN,KPM Main Series,Daniel O'Sullivan,1170,,08/15/2018
KPM_KPM_2063_08601,Power (b 60),"Gritty, imposing power pop with urban beats, dominant beast-mode synths and mighty choruses",128,60,EMPOWERED POP 2,KPM Main Series,Karl Karlsson,1288,2095,08/15/2018
KPM_KPM_2064_10201,Code of Chivalry (sting),Menacing and thunderous orchestral sting,156,18,RUST AND BLOOD,KPM Main Series,Skip Armstrong,1227,2031,08/15/2018
KPM_KPM_2067_07701,Dive In (b 60),"Light-hearted acoustic dance pop driven by gentle acoustic guitar strums and drums, and featuring sparkling piano and heavenly pads",105,60,LIGHT ACOUSTIC POP,KPM Main Series,Danielle McGinley,1286,,08/15/2018
KPM_KPM_2068_08001,Latin Hustle (sting),Nimble Latin jazz sting,240,3,JAZZ DECADES: 50S,KPM Main Series,Geoffrey Gascoyne,1266,2057,08/15/2018
KPM_KPM_2069_06201,Soda Punk (b 30),Fizzy glitch pop with tight distorted guitars and retro lo-fi beats,159,30,RADIO SUNSHINE: SODA PUNK,KPM Main Series,Martyn Corbet,1293,2099,09/26/2018
KPM_KPM_2070_04701,Dark Approach (a 30),"Dark, menacing, evolving atmosphere with deep, processed string drone bed, building with layers of distorted treated guitar textures, anxious synth pulses, muted piano pulse, and angular, jarring processed celeste, harp and piano interjections",120,30,SPARSE LANDSCAPES,KPM Main Series,Christopher Elmslie,1360,2170,09/26/2018
KPM_KPM_2071_03201,Camel Train (b),"A desert caravan emerges from the heat haze: oud, Middle Eastern percussion and mystical ney flute introduce this hugely atmospheric cue which builds with lush orchestral strings, synth bass pulse and hang drum",103,173,CINEMATIC MIDDLE EAST,KPM Main Series,Alex Golding,1185,2000,09/26/2018
KPM_KPM_2073_10301,I Am a Spy (sting a),Reflective atmospheric rock sting with soft reverb-drenched female vocal,85,11,RIOT GIRLS,KPM Main Series,Natalie Barowitz,1339,,09/26/2018
KPM_KPM_2074_04801,Raise That Level Up (a 30),"Industrial, highly-charged, motivating electronica to enhance your performance, featuring electrifying synths, deep distorted bass, intensive electronic beats, distorted guitar lines and determined male vocals",140,30,WINNERS CHAMPIONS HEROES,KPM Main Series,Glenn Herweijer,1237,2056,09/26/2018
KPM_KPM_2076_07601,Alone (b 30b),"Quirky and carefree vintage country featuring dreamy pedal steel guitar, a playful bassline, relaxed drums, strummed acoustic guitar and banjo",192,30,VINTAGE COUNTRY,KPM Main Series,David Lawrence,1208,,11/07/2018
KPM_KPM_2079_02801,Now You're on Top of the World (c),"Uplifting, anthemic stadium rock featuring driving drums, chugging propulsive electric guitars and growling bass; tribal breakdown at 2:33",103,214,FREEWAY DRIVE,KPM Main Series,Martin Brammer,1357,2001;2131,11/07/2018
KPM_KPM_2083_02201,Enchanted Encounters (30),Twinkling piano and sustained woodwind give way to unnerving string jitters that suggest evil is afoot,133,30,ENCHANTED ORCHESTRAL: VOLUME 2,KPM Main Series,Paul Joyce,1222,,11/07/2018
KPM_KPM_2085_01901,Tasharac in Bloom (c),Moving and emotive orchestral track with expressive reflective piano and gliding soprano vocal,111,133,SOPRANO VOCALISES,KPM Main Series,Drostan Roderick Vye,1120,2006;3906,01/09/2019
KPM_KPM_2085_08601,Gymnopédie Vocalise (sting a),Jazzy sting with female vocal,152,11,SOPRANO VOCALISES,KPM Main Series,Eric Alfred Satie,1248,2006;2027;2057;2076,01/09/2019
KPM_KPM_2086_01601,Shutters (c),Laid-back indie with seriously grooving bass and dusty drumbeats,108,197,LAID-BACK INDIE,KPM Main Series,Marek Kubala,1339,,01/09/2019
KPM_KPM_2086_07001,We Are On Fire (b 30),"Catchy indie establishes a light-hearted vibe with mellow guitars, warm bass and jaunty drumbeats",125,30,LAID-BACK INDIE,KPM Main Series,Tom Whitehorse,1339,,01/09/2019
KPM_KPM_2089_08301,We Three Kings (a 60a),"Thoughtfully reinterpreted brass band version of this classic Christmas piece, with cosy, nostalgic horn-and-flugelhorn-led first verse, and graceful trumpet-led second verse",,60,BRASS BAND CHRISTMAS,KPM Main Series,Barrie Hingley,1110,2110,02/20/2019
KPM_KPM_2090_02401,Day Dreamer (c),"Fresh and dreamy indie, arpeggiating synths, inspiring guitars and cool drums",128,163,UPLIFTING INDIE,KPM Main Series,Nicolas Dagnall,1339,2001;2103,02/20/2019
KPM_KPM_2090_06401,High in the Sky (a 30),"Glistening, elated indie with glorious delayed guitars, motivating drumbeats and soaring vocal textures",123,30,UPLIFTING INDIE,KPM Main Series,Sacha Collisson,1339,2009,02/20/2019
KPM_KPM_2090_07301,On Cloud Nine (b 30),"Positive, bright indie with jangling guitars, piano, sparkling ambience and driving drums",128,30,UPLIFTING INDIE,KPM Main Series,Nicolas Dagnall,1339,2001,02/20/2019
KPM_KPM_2093_05401,Forest Adventures (a 30),"Building, inspiring indie folk with driving acoustic guitars, processed piano, euphoric string fx, wordless male vocals, bass and strident tom-led drums",137,30,FEELGOOD INDIE FOLK,KPM Main Series,Richard Mead,1170,,04/10/2019
KPM_KPM_2094_07201,Wings (a 30a),"Romantic, filmic cue with a touch of nostalgia, featuring rich emotive strings, piano, cello, glockenspiel and subtle synth textures",124,30,POSITIVE STRINGS 2,KPM Main Series,Jonathan Buchanan,1222,,04/10/2019
KPM_KPM_2099_04901,Hit to the Gut (sting),"Fuzzed-up, in-the-pocket funk rock sting",132,9,ROCK EXPLOSIONS,KPM Main Series,Jan Cyrka,1331,,04/10/2019
KPM_KPM_2101_00401,Cheek to Chic (a),"Happy and lively cue with hooky pizzicato strings, steady Latin percussion, blissed-out electric guitar, smooth bassline, and twinkling piano, glockenspiel and xylophone",130,104,Quirky Flirty Latin and Lounge,KPM Main Series,John Rowcroft,1213,2088,05/22/2019
KPM_KPM_2102_10501,Trillionaires (sting a),Gritty and powerful hip hop sting with male rap vocals,90,5,Urban Attitude,KPM Main Series,Glenn Herweijer,1242,2056,05/22/2019
KPM_KPM_2103_02301,Having the Time of My Life (c),Accelerating beats lead into elated dance pop featuring bright keys and catchy beats,123,157,Party Time!,KPM Main Series,Emily Owen,1121,2099,05/22/2019
KPM_KPM_2104_01101,Clear (a),"Human Interest: Pensive cue with distant reverb-drenched kick, brooding electric bass, forlorn piano, light percussive elements and glowing mallets",76,137,Clear,KPM Main Series,Jonathan Cotton,1192,2031;2154,05/22/2019
KPM_KPM_2104_05701,Clean Future (a 60b),"Science and Technology: Bright, inspiring cue with insistent synth arpeggio, glowing synth melodies, percussion, warm bass, airy synth pads and strings",80,60,Clear,KPM Main Series,Jonathan Cotton,1220,2009;2012,05/22/2019
KPM_KPM_2109_02801,We Came to Fight (c),Ground-shaking hip hop rock with powerful stomp clap beats and bold bass,73,177,Hip Hop Swag Rock,KPM Main Series,Jermain Brown,1336,,08/21/2019
KPM_KPM_2109_04801,Homecoming King (a 30),"Brooding rock with hip hop beats, dark distorted guitars, gritty synths, piercing beats, risers and angsty male vocals",84,30,Hip Hop Swag Rock,KPM Main Series,Christopher Alexander,1350,,08/21/2019
KPM_KPM_2110_03301,Lazy Sunset (c),"Chilled, laid-back Afro pop featuring sparse drums, warm synth bass, gently pulsing marimba and kalimba, African percussion, Rhodes and soft pads",105,210,Afro Bites,KPM Main Series,Darlington Chikwewo,1186,1937;2000,08/21/2019
KPM_KPM_2112_11201,The Night Is Ours (sting),"Funky, retro soft rock sting with electric guitar",130,5,US Rock Nostalgia,KPM Main Series,David Lawrence,1214,3402,10/02/2019
KPM_KPM_2114_01901,Bouncing Pennies (b),"Sprightly, positive, bright cue with light-footed piano and pizzicato strings",120,132,Goldsmiths: Sounds One,KPM Main Series,Ell Harper,1195,2009;2031,08/21/2019
KPM_KPM_2116_07501,Keeping On (a 60),"Determined pop-strumental with sub-bass, fuzzy electric guitars, confident horn fx, piano, wordless male vocals, vocal chops and massive stomp-clap chorus",78,60,Bright Pop Promos 2,KPM Main Series,Simon Brown,1286,,08/21/2019
KPM_KPM_2116_12301,Beautiful Life (a 30),"Weekender, carefree dancehall-flavoured pop with charismatic female vocals, bright synths, pizzicato string fx, driving beat, thick synth bass and motivating brass stabs",105,30,Bright Pop Promos 2,KPM Main Series,Nathalie McLachlan Barnhill,1286,2099;3404,08/21/2019
KPM_KPM_2116_18001,What We Came Here For (b 10),"Confident stomp-clap teen pop with crisp drums, driving electric guitar picks, booming sub-bass, synths and bold horn fx",82,10,Bright Pop Promos 2,KPM Main Series,Simon Brown,1290,2095,08/21/2019
KPM_KPM_2116_19001,Forget About It (b 10),"Feel-good, summery club banger with warm house piano chords, lively synth bass, driving kick and bold brass stab fx",120,10,Bright Pop Promos 2,KPM Main Series,Glenn Herweijer,1121,2095,08/21/2019
KPM_KPM_2116_21701,I Wanna Get That Feeling (sting a),"Inspirational, uplifting pop sting with powerful female vocals",122,6,Bright Pop Promos 2,KPM Main Series,Jason Tarver,1286,,08/21/2019
KPM_KPM_2117_01101,Operation (a),"Layers of ominous bass ostinato, eerie synth drones and sequences, and persistent offbeat drums create a sense of foreboding",150,131,Threat Level,KPM Main Series,Christopher Elmslie,1364,,08/21/2019
KPM_KPM_2118_02201,Be Your Man Again (c),Authentic Memphis country pop featuring driving drums and silky Hammond organ,127,176,Memphis Classics,KPM Main Series,Zach Lemmon,1208,,08/21/2019
KPM_KPM_2119_13101,The Bad Girls (sting b),"Badass, fuzzed-up blues rock sting",118,9,Badness Rising,KPM Main Series,Jason Tarver,1103,,08/21/2019
